id,name,description
PRESERVE_DEAD_CODE_INITS_AND_TERMS,Don't Dead-Strip Inits and Terms,"Activating this setting, in combination with the [Dead Code Stripping (DEAD\_CODE\_STRIPPING)](itcaec37c2a6.html#dev9ed8cb7ad) (`-dead_strip`) option, causes the `-no_dead_strip_inits_and_terms` flag to be passed to `ld(1)` via `cc(1)` to disable dead code stripping for initialization and termination routines. This option should not be used without the aforementioned [Dead Code Stripping (DEAD\_CODE\_STRIPPING)](itcaec37c2a6.html#dev9ed8cb7ad) option."
BUNDLE_LOADER,Bundle Loader,Specifies the executable that will load the bundle output file being linked. Undefined symbols from the bundle are checked against the specified executable as if it is one of the dynamic libraries the bundle was linked with.
ORDER_FILE,Order File,"The path to a file that alters the order in which functions and data are laid out.

For each section in the output file, any symbol in that section that are specified in the order file is moved to the start of its section and laid out in the same order as in the order file. Order files are text files with one symbol name per line. Lines starting with a `#` are comments. A symbol name may be optionally preceded with its object file leafname and a colon (for example, `foo.o:_foo`). This is useful for static functions/data that occur in multiple files. A symbol name may also be optionally preceded with the architecture (for example, `ppc:_foo` or `ppc:foo.o:_foo`). This enables you to have one order file that works for multiple architectures. Literal C-strings may be ordered by quoting the string in the order file (for example, `""Hello, world\n""`).

Generally you should not specify an order file in Debug or Development configurations, as this will make the linked binary less readable to the debugger. Use them only in Release or Deployment configurations."
LD_LTO_OBJECT_FILE,,
LD_EXPORT_GLOBAL_SYMBOLS,,
LD_DONT_RUN_DEDUPLICATION,,
LD_OBJC_ABI_VERSION,,
LD_QUOTE_LINKER_ARGUMENTS_FOR_COMPILER_DRIVER,Quote Linker Arguments,"This setting controls whether arguments to the linker should be quoted using `-Xlinker`. By default, Xcode invokes the linker by invoking the driver of the compiler used to build the source files in the target, and passing `-Xlinker` to quote arguments will cause the compiler driver to pass them through to the linker (rather than trying to evaluate them within the driver). By default, this setting is enabled. Disabling it will cause Xcode to not use `-Xlinker` to pass arguments to the linker. Disabling this setting is useful if the target has instructed Xcode to use an alternate linker (for example, by setting the `LD` setting to the path to another linker) and that alternate linker does not recognize `-Xlinker`."
LD_DEBUG_VARIANT,,
LD_FINAL_OUTPUT_FILE,,
LD_DEPENDENCY_INFO_FILE,Path to Linker Dependency Info File,This setting defines the path to which the linker should emit information about what files it used as inputs and generated. Xcode uses this information for its dependency tracking. Setting the value of this setting to empty will disable passing this option to the linker.
LD_DYLIB_ALLOWABLE_CLIENTS,Dynamic Library Allowable Clients,This setting restricts the clients allowed to link a dylib by passing `-allowable_client` to the linker for each supplied value.
AdditionalCommandLineArguments,,
ALL_OTHER_LDFLAGS,,
OTHER_LDRFLAGS,,
ALTERNATE_LINKER,,
YACC_GENERATED_FILE_STEM,Generated File Stem,"The file stem to use for the files generated by `yacc`. The files will be named `<stem>.tab.c` and `<stem>.tab.h` based on the value of this setting. The Standard (`y`) option will cause all `yacc` source files in the same target to produce the same output file, and it is not recommended for targets containing multiple `yacc` source files."
YACC_INSERT_LINE_DIRECTIVES,Insert #line Directives,"Enabling this option causes `yacc` to insert the `#line` directives in the generated code. The `#line` directives let the C compiler relate errors in the generated code to the user's original code. If this option is disabled, `#line` directives specified by the user in the source file will still be retained."
YACC_GENERATE_DEBUGGING_DIRECTIVES,Generate Debugging Directives,Enabling this option changes the preprocessor directives generated by `yacc` so that debugging statements will be incorporated in the compiled code.
YACCFLAGS,Other Yacc Flags,"Space-separated list of additional flags to pass to `yacc`. Be sure to backslash-escape any arguments that contain spaces or special characters, such as path names that may contain spaces. Use this setting if Xcode does not already provide UI for a `yacc` flag."
VALIDATE_PLIST_FILES_WHILE_COPYING,,
PLIST_FILE_OUTPUT_FORMAT,Property List Output Encoding,"Specifies the output encoding for property list files (`.plist`). The output encodings can be `binary` or `XML`. By default, the output encoding will be unchanged from the input."
VERBOSE_PBXCP,,Specifies whether the target’s Copy Files build phases generate additional information when copying files.
REMOVE_CVS_FROM_RESOURCES,,Specifies whether to remove `CVS` directories from bundle resources when they are copied.
REMOVE_SVN_FROM_RESOURCES,,Specifies whether to remove `SVN` directories from bundle resources when they are copied.
REMOVE_GIT_FROM_RESOURCES,,Specifies whether to remove `.git` directories from bundle resources when they are copied.
REMOVE_HG_FROM_RESOURCES,,Specifies whether to remove `.hg` directories from bundle resources when they are copied.
REMOVE_HEADER_DIRECTORIES,,
COPY_PHASE_STRIP,Strip Debug Symbols During Copy,"Specifies whether binary files that are copied during the build, such as in a Copy Bundle Resources or Copy Files build phase, should be stripped of debugging symbols. It does not cause the linked product of a target to be stripped—use [Strip Linked Product (STRIP\_INSTALLED\_PRODUCT)](itcaec37c2a6.html#dev5c0105d2a) for that."
PBXCP_STRIP_TOOL,,
PBXCP_STRIP_BITCODE,,
PBXCP_BITCODE_STRIP_MODE,,
PBXCP_BITCODE_STRIP_TOOL,,
COPYING_PRESERVES_HFS_DATA,Preserve HFS Data,Causes the copying of resources to preserve resource forks and Finder info.
PBXCP_IGNORE_MISSING_INPUTS,,
LIBTOOL,,
LIBTOOL_DETERMINISTIC_MODE,,
ALL_OTHER_LIBTOOLFLAGS,,
LIBTOOL_DEPLOYMENT_TARGET,,
LIBTOOL_DEPENDENCY_INFO_FILE,,
IIG_FRAMEWORK_NAME,,
OTHER_IIG_FLAGS,Other IIG Flags,"Space-separated list of additional flags to pass to the `iig` compiler. Be sure to backslash-escape any arguments that contain spaces or special characters, such as path names that may contain spaces. Use this setting if Xcode does not already provide UI for a particular `iig` flag"
IIG_CXX_LANGUAGE_STANDARD,,
IIG_PREPROCESSOR_DEFINITIONS,,
OTHER_IIG_CFLAGS,Other IIG C Flags,"Space-separated list of additional flags to pass to the `iig` invocation of clang. Be sure to backslash-escape any arguments that contain spaces or special characters, such as path names that may contain spaces. Use this setting if Xcode does not already provide UI for a particular `iig` flag"
SYSTEM_HEADER_SEARCH_PATHS,System Header Search Paths,"This is a list of paths to folders to be searched by the compiler for included or imported system header files when compiling C, Objective-C, C++, or Objective-C++. The order is from highest to lowest precedence. Paths are delimited by whitespace, so any paths with spaces in them need to be properly quoted. This setting is very similar to ""Header Search Paths"", except that headers are passed to the compiler in a way that suppresses most warnings for headers found in system search paths. If the compiler doesn't support the concept of system header search paths, then the search paths are appended to any existing header search paths defined in ""Header Search Paths""."
IIG_DERIVED_FILE_DIR,,
IIG_HEADERS_DIR,,
IIG_IMPLEMENTATION_DIR,,
VALIDATE_STRINGS_FILES_WHILE_COPYING,,
STRINGS_FILE_INPUT_ENCODING,,
STRINGS_FILE_OUTPUT_ENCODING,Strings File Output Encoding,"Specify the encoding to be used for Strings files (by default, the output encoding will be 16-bit Unicode). The value can be either an `NSStringEncoding`, such as one of the numeric values recognized by `NSString`, or it can be an IANA character set name as understood by `CFString`. The operation will fail if the file cannot be converted to the specified encoding."
OPENCLC,,
OPENCL_COMPILER_VERSION,OpenCL Compiler Version,The `OpenCL` C compiler version supported by the platform.
OPENCL_ARCHS,OpenCL Architectures,A list of the architectures for which the product will be built. This is usually set to a predefined build setting provided by the platform.
OPENCL_OTHER_BC_FLAGS,OpenCL Other Flags,"Space-separated list of additional flags to pass to the compiler. Be sure to backslash-escape any arguments that contain spaces or special characters, such as path names that may contain spaces. Use this setting if Xcode does not already provide UI for a particular compiler flag."
OPENCL_PREPROCESSOR_DEFINITIONS,OpenCL Preprocessor Macros,Space-separated list of preprocessor macros of the form `foo` or `foo=bar`.
OPENCL_MAD_ENABLE,Use MAD,"Allow `a * b + c` to be replaced by a `mad` instruction. The `mad` computes `a * b + c` with reduced accuracy. For example, some `OpenCL` devices implement `mad` as truncate the result of `a * b` before adding it to `c`.

This is intended to be a performance optimization."
OPENCL_FAST_RELAXED_MATH,Relax IEEE Compliance,"This allows optimizations for floating-point arithmetic that may violate the IEEE 754 standard and the `OpenCL` numerical compliance requirements defined in in section 7.4 for single-precision floating-point, section 9.3.9 for double-precision floating-point, and edge case behavior in section 7.5 of the `OpenCL` 1.1 specification.

This is intended to be a performance optimization.

This option causes the preprocessor macro ` __FAST_RELAXED_MATH__ ` to be defined in the `OpenCL` program."
OPENCL_DENORMS_ARE_ZERO,Flush denorms to zero,"This option controls how single precision and double precision denormalized numbers are handled. If specified as a build option, the single precision denormalized numbers may be flushed to zero; double precision denormalized numbers may also be flushed to zero if the optional extension for double precision is supported. This is intended to be a performance hint and the `OpenCL` compiler can choose not to flush denorms to zero if the device supports single precision (or double precision) denormalized numbers.

This option is ignored for single precision numbers if the device does not support single precision denormalized numbers, for example, `CL_FP_DENORM` bit is not set in `CL_DEVICE_SINGLE_FP_CONFIG`.

This option is ignored for double precision numbers if the device does not support double precision or if it does support double precision but not double precision denormalized numbers, for example, `CL_FP_DENORM` bit is not set in `CL_DEVICE_DOUBLE_FP_CONFIG`.

This flag only applies for scalar and vector single precision floating-point variables and computations on these floating-point variables inside a program. It does not apply to reading from or writing to image objects."
OPENCL_AUTO_VECTORIZE_ENABLE,Auto-vectorizer,Auto-vectorizes the `OpenCL` kernels for the CPU. This setting takes effect only for the CPU. This makes it possible to write a single kernel that is portable and performant across CPUs and GPUs.
OPENCL_DOUBLE_AS_SINGLE,Double as single,Treat double precision floating-point expression as a single precision floating-point expression. This option is available for GPUs only.
OPENCL_OPTIMIZATION_LEVEL,Optimization Level,"- _None:_ Do not optimize. `-O0` With this setting, the compiler's goal is to reduce the cost of compilation and to make debugging produce the expected results. Statements are independent: if you stop the program with a breakpoint between statements, you can then assign a new value to any variable or change the program counter to any other statement in the function and get exactly the results you would expect from the source code.

- _Fast:_ Optimizing compilation takes somewhat more time, and a lot more memory for a large function. `-O, -O1` With this setting, the compiler tries to reduce code size and execution time, without performing any optimizations that take a great deal of compilation time. In Apple's compiler, strict aliasing, block reordering, and inter-block scheduling are disabled by default when optimizing.

- _Faster:_ The compiler performs nearly all supported optimizations that do not involve a space-speed tradeoff. `-O2` With this setting, the compiler does not perform loop unrolling or function inlining, or register renaming. As compared to the `Fast` setting, this setting increases both compilation time and the performance of the generated code.

- _Fastest:_ Turns on all optimizations specified by the `Faster` setting and also turns on function inlining and register renaming options. This setting may result in a larger binary. `-O3`

- _Fastest, smallest:_ Optimize for size. This setting enables all `Faster` optimizations that do not typically increase code size. It also performs further optimizations designed to reduce code size. `-Os`"
NASM_OUTPUT_FILE_FORMAT,,
NASM_PREINCLUDE_FILE,Nasm Preinclude File,"Specifies a file to be preincluded, before the main source file starts to be processed."
HEADER_SEARCH_PATHS,Header Search Paths,"This is a list of paths to folders to be searched by the compiler for included or imported header files when compiling C, Objective-C, C++, or Objective-C++. Paths are delimited by whitespace, so any paths with spaces in them need to be properly quoted."
NASM_OTHER_FLAGS,Other Nasm Flags,"Space-separated list of additional flags to pass to the `nasm` assembler. Be sure to backslash-escape any arguments that contain spaces or special characters, such as path names that may contain spaces. Use this setting if Xcode does not already provide UI for a particular `nasm` flag."
DTRACE_OUTPUT_FILE_TYPE,,
DTRACE_OTHER_FLAGS,Other DTrace Flags,"Space-separated list of additional flags to pass to the `dtrace` compiler. Be sure to backslash-escape any arguments that contain spaces or special characters, such as path names that may contain spaces. Use this setting if Xcode does not already provide UI for a particular `dtrace` flag."
OTHER_MIGFLAGS,Other MiG Flags,"Space-separated list of additional flags to pass to `mig`. Be sure to backslash-escape any arguments that contain spaces or special characters, such as path names that may contain spaces. Use this setting if Xcode does not already provide UI for a `mig` flag."
MIG_DEPLOYMENT_TARGET,,
COMPRESS_TIFF_FILES_WHILE_COPYING,,
INSTRUMENTS_PACKAGE_BUILDER,,
INSTRUMENTS_PACKAGE_BUILDER_SEARCH_PATHS,Instruments Package Builder Search Paths,
INSTRUMENTS_PACKAGE_BUILDER_LINKED_PACKAGES,Linked Instruments Packages,
INSTRUMENTS_PACKAGE_BUILDER_DEPENDENCY_INFO_FILE,,
INSTRUMENTS_PACKAGE_BUILDER_NO_SYSTEM_SEARCH,Disable Standard Instruments Package Search Path,
INSTRUMENTS_PACKAGE_BUILDER_VERSION_OVERRIDE,Instruments Package Version,
REZ_SCRIPT_TYPE,Rez Script Type,"Enables the recognition of a specific 2-byte character script identifier to use when compiling resource manager resources. This allows for 2-byte characters in strings to be handled as indivisible entities. The default language is Roman, which specifies 1-byte character sets."
REZ_PREFIX_FILE,Rez Prefix File,Implicitly include the named file on the command line for each `Rez` file compiled. The path given should either be a project relative path or an absolute path.
OTHER_REZFLAGS,Other Rez Flags,"Space-separated list of additional flags to pass to the `Rez` compiler. Be sure to backslash-escape any arguments that contain spaces or special characters, such as path names that may contain spaces. Use this setting if Xcode does not already provide UI for a particular `Rez` flag."
REZ_RESOLVE_ALIASES,Resolve Aliases,Enables aliases to be unresolved or conditionally resolved. The default is to resolve aliases always.
REZ_RESOURCE_MAP_READ_ONLY,Read-only Resource Map,Enabling this option causes the resource map output to be read-only.
REZ_PREPROCESSOR_DEFINITIONS,Preprocessor Defines,These strings will be defined when compiling resource manager resources.
REZ_PREPROCESSOR_UNDEFINITIONS,Preprocessor Undefines,These strings will be undefined when compiling resource manager resources.
REZ_SHOW_DEBUG_OUTPUT,Show Diagnostic Output,Enabling this option causes version and progress information to be written when compiling resource manager resources.
REZ_SUPPRESS_REDECLARED_RESOURCE_TYPE_WARNINGS,Suppress Type Redeclaration Warnings,Enabling this option causes warnings about redeclared resource types to be suppressed.
RESMERGER_SOURCES_FORK,File Fork of Binary Sources,"Determines whether `ResMerger` treats binary input files as data-fork hosted or resource-fork hosted, or whether it automatically examines each input file."
LEX_CASE_INSENSITIVE_SCANNER,Generate Case-Insensitive Scanner,"Enabling this option causes `lex` to generate a case-insensitive scanner. The case of letters given in the `lex` input patterns will be ignored, and tokens in the input will be matched regardless of case. The matched text given in `yytext` will have the preserved case (for example, it will not be folded)."
LEX_SUPPRESS_DEFAULT_RULE,Suppress Default Rule,"Enabling this option causes the default rule (that unmatched scanner input is echoed to `stdout`) to be suppressed. If the scanner encounters input that does not match any of its rules, it aborts with an error. This option is useful for finding holes in a scanner's rule set."
LEX_INSERT_LINE_DIRECTIVES,Insert #line Directives,"Enabling this option instructs `lex` to insert `#line` directives so error messages in the actions will be correctly located with respect to either the original `lex` input file (if the errors are due to code in the input file), or `lex.yy.c` (if the errors are `lex`'s fault). This option is enabled by default; disabling it passes a flag to `lex` to not insert `#line` directives."
LEXFLAGS,Other Lex Flags,"Space-separated list of additional flags to pass to `lex`. Be sure to backslash-escape any arguments that contain spaces or special characters, such as path names that may contain spaces. Use this setting if Xcode does not already provide UI for a `lex` flag."
LEX_SUPPRESS_WARNINGS,Suppress Warning Messages,Enabling this option causes `lex` to suppress its warning messages.
STRIP_STYLE,Strip Style,"The level of symbol stripping to be performed on the linked product of the build. The default value is defined by the target's product type.

- _All Symbols:_ Completely strips the binary, removing the symbol table and relocation information. `all, -s`

- _Non-Global Symbols:_ Strips non-global symbols, but saves external symbols. `non-global, -x`

- _Debugging Symbols:_ Strips debugging symbols, but saves local and global symbols. `debugging, -S`"
STRIPFLAGS,Additional Strip Flags,Additional flags to be passed when stripping the linked product of the build.
STRIP_SWIFT_SYMBOLS,Strip Swift Symbols,"Adjust the level of symbol stripping specified by the STRIP\_STYLE setting so that when the linked product of the build is stripped, all Swift symbols will be removed."
TAPI_ENABLE_VERIFICATION_MODE,,
TAPI_VERIFY_AGAINST,,
TAPI_VERIFY_MODE,Text-Based InstallAPI Verification Mode,Selects the level of warnings and errors to report when building `Text-Based InstallAPI`.
TAPI_TARGET_TRIPLE_ARCHS,,
TAPI_TARGET_TRIPLE_VARIANTS,,
TAPI_DEPLOYMENT_TARGET,,
TAPI_ARCHS,,
TAPI_PRODUCT_TYPE,,
TAPI_DYLIB_INSTALL_NAME,,
TAPI_DYLIB_COMPATIBILITY_VERSION,,
TAPI_DYLIB_CURRENT_VERSION,,
TAPI_APPLICATION_EXTENSION_API_ONLY,,
TAPI_REEXPORTED_FRAMEWORK_INSTALL_NAMES,,
TAPI_REEXPORTED_LIBRARY_INSTALL_NAMES,,
TAPI_DYLIB_ALLOWABLE_CLIENTS,,
TAPI_FRAMEWORK_SEARCH_PATHS,,
TAPI_SYSTEM_FRAMEWORK_SEARCH_PATHS,,
TAPI_LIBRARY_SEARCH_PATHS,,
TAPI_HEADER_SEARCH_PATHS,,
TAPI_SYSTEM_HEADER_SEARCH_PATHS,,
INLINE_PRIVATE_FRAMEWORKS,Enable Text-Based Stubs Inlining,Enables private framework inlining for Text-Based Stubs.
TAPI_PREPROCESSOR_DEFINITIONS,,
TAPI_EMIT_PROFILING_SYMBOLS,,
OTHER_TAPI_FLAGS,Other Text-Based InstallAPI Flags,Options defined in this setting are passed to invocations of the `Text-Based InstallAPI` tool.
TAPI_INPUTS,,
ALWAYS_EMBED_SWIFT_STANDARD_LIBRARIES,Always Embed Swift Standard Libraries,"Always embed the Swift standard libraries in the target's products, even if the target does not contain any Swift code. For example, this should be enabled if the target is embedding other products which contain Swift, or if it is a test target which does not contain Swift but which is testing a product which does. This setting only applies to wrapped products, not to standalone binary products."
EMBEDDED_CONTENT_CONTAINS_SWIFT,,
SWIFT_STDLIB_TOOL_ACTION,,
SWIFT_STDLIB_TOOL_VERBOSITY,,
SWIFT_STDLIB_TOOL_CODE_SIGN_IDENTITY,,
SWIFT_STDLIB_TOOL_KEYCHAIN,,
SWIFT_STDLIB_TOOL_OTHER_CODE_SIGN_FLAGS,,
SWIFT_STDLIB_TOOL_EXECUTABLE_TO_SCAN,,
SWIFT_STDLIB_TOOL_FOLDERS_TO_SCAN,,
SWIFT_STDLIB_TOOL_SOURCE_LIBRARIES,,
SWIFT_STDLIB_TOOL_TOOLCHAINS,,
SWIFT_STDLIB_TOOL_DESTINATION_DIR,,
SWIFT_STDLIB_TOOL_UNSIGNED_DESTINATION_DIR,,
SWIFT_STDLIB_TOOL_STRIP_BITCODE,,
OTHER_SWIFT_STDLIB_TOOL_FLAGS,,
PRODUCT_TYPE_SWIFT_STDLIB_TOOL_FLAGS,,
TOOLCHAINS,,
DEVELOPER_DIR,,
SWIFT_EXEC,,
SWIFT_LIBRARIES_ONLY,,
SWIFT_ENABLE_INCREMENTAL_COMPILATION,,
SWIFT_CROSS_MODULE_OPTIMIZATION,,
SWIFT_PRECOMPILE_BRIDGING_HEADER,Precompile Bridging Header,"Generate a precompiled header for the Objective-C bridging header, if used, in order to reduce overall build times."
SWIFT_USE_PARALLEL_WHOLE_MODULE_OPTIMIZATION,,
SWIFT_USE_PARALLEL_WMO_TARGETS,,
SWIFT_WHOLE_MODULE_OPTIMIZATION,,
SWIFT_LIBRARY_PATH,,
SWIFT_RESOURCE_DIR,,
SWIFT_MODULE_NAME,,
SWIFT_OBJC_BRIDGING_HEADER,Objective-C Bridging Header,Path to the header defining the Objective-C interfaces to be exposed in Swift.
SWIFT_OBJC_INTERFACE_HEADER_NAME,Objective-C Generated Interface Header Name,Name to use for the header that is generated by the Swift compiler for use in `#import` statements in Objective-C.
SWIFT_INSTALL_OBJC_HEADER,Install Objective-C Compatibility Header,"For frameworks, install the Objective-C compatibility header describing bridged Swift classes into the [Public Headers Folder Path (PUBLIC\_HEADERS\_FOLDER\_PATH)](itcaec37c2a6.html#devdbb795497) so they may be accessed from Objective-C code using the framework. Defaults to `YES`."
SWIFT_OPTIMIZATION_LEVEL,Optimization Level,"- _None:_ Compile without any optimization. `-Onone`

- _Optimize for Speed:_&nbsp;`-O`

- _Optimize for Size:_&nbsp;`-Osize`

- _Whole Module Optimization:_&nbsp;`-O -whole-module-optimization`"
SWIFT_COMPILATION_MODE,Compilation Mode,"This setting controls the way the Swift files in a module are rebuilt.

- _Incremental_: Only rebuild the Swift source files in the module that are out of date, running multiple compiler processes as needed.

- _Whole Module_: Always rebuild all Swift source files in the module, in a single compiler process."
SWIFT_ENABLE_BATCH_MODE,,
SWIFT_DISABLE_SAFETY_CHECKS,Disable Safety Checks,Disable runtime safety checks when optimizing.
SWIFT_ENFORCE_EXCLUSIVE_ACCESS,Exclusive Access to Memory,Enforce exclusive access at run-time.
SWIFT_SWIFT3_OBJC_INFERENCE,Swift 3 @objc Inference,Control how the Swift compiler infers @objc for declarations.
SWIFT_STDLIB,,
SWIFT_INCLUDE_PATHS,Import Paths,A list of paths to be searched by the Swift compiler for additional Swift modules.
SWIFT_RESPONSE_FILE_PATH,,
SWIFT_ACTIVE_COMPILATION_CONDITIONS,Active Compilation Conditions,A list of compilation conditions to enable for conditional compilation expressions.
SWIFT_TOOLCHAIN_FLAGS,,
OTHER_SWIFT_FLAGS,Other Swift Flags,A list of additional flags to pass to the Swift compiler.
SWIFT_DEPLOYMENT_TARGET,,
SWIFT_TARGET_TRIPLE,,
SWIFT_TARGET_TRIPLE_VARIANTS,,
SWIFT_VERSION,Swift Language Version,""
SWIFT_SERIALIZE_DEBUGGING_OPTIONS,,
SWIFT_ENABLE_APP_EXTENSION,,
SWIFT_LINK_OBJC_RUNTIME,,
SWIFT_MIGRATE_CODE,,
SWIFT_REFLECTION_METADATA_LEVEL,Reflection Metadata Level,"This setting controls the level of reflection metadata the Swift compiler emits.

- _All:_ Type information about stored properties of Swift structs and classes, Swift enum cases, and their names, are emitted into the binary for reflection and analysis in the Memory Graph Debugger.

- _Without Names:_ Only type information about stored properties and cases are emitted into the binary, with their names omitted. `-disable-reflection-names`

- _None:_ No reflection metadata is emitted into the binary. Accuracy of detecting memory issues involving Swift types in the Memory Graph Debugger will be degraded and reflection in Swift code may not be able to discover children of types, such as properties and enum cases. `-disable-reflection-metadata`"
SWIFT_BITCODE_GENERATION_MODE,,
SWIFT_ADDRESS_SANITIZER,,
SWIFT_ADDRESS_SANITIZER_ALLOW_ERROR_RECOVERY,,
SWIFT_THREAD_SANITIZER,,
SWIFT_ENABLE_TESTABILITY,,
SWIFT_SUPPRESS_WARNINGS,Suppress Warnings,Don't emit any warnings.
SWIFT_TREAT_WARNINGS_AS_ERRORS,Treat Warnings as Errors,Treat all warnings as errors.
SWIFT_INDEX_STORE_PATH,,
SWIFT_INDEX_STORE_ENABLE,,
SWIFT_EMIT_MODULE_INTERFACE,,
SWIFT_ENABLE_LIBRARY_EVOLUTION,,
MTL_TARGET_TRIPLE,,
MTL_ENABLE_DEBUG_INFO,Produce Debugging Information,Debugging information is required for shader debugging and profiling.
MTL_HEADER_SEARCH_PATH_BUILT_PRODUCTS_DIR,,
MTL_FRAMEWORK_SEARCH_PATH_BUILT_PRODUCTS_DIR,,
MTL_HEADER_SEARCH_PATHS,Header Search Paths,"This is a list of paths to folders to be searched by the compiler for included or imported header files when compiling Metal. Paths are delimited by whitespace, so any paths with spaces in them need to be properly quoted. `MTL_HEADER_SEARCH_PATHS, -I`"
MTL_PREPROCESSOR_DEFINITIONS,Preprocessor Definitions,"Space-separated list of preprocessor macros of the form ""foo"" or ""foo=bar""."
MTL_TREAT_WARNINGS_AS_ERRORS,Treat Warnings as Errors,"Enabling this option causes all warnings to be treated as errors. `MTL_TREAT_WARNINGS_AS_ERRORS, -Werror`"
MTL_IGNORE_WARNINGS,Ignore Warnings,"Enabling this option causes all warnings to be ignored. `MTL_IGNORE_WARNINGS, -W`"
MTL_FAST_MATH,Enable Fast Math,Enable optimizations for floating-point arithmetic that may violate the IEEE 754 standard and disable the high precision variant of math functions for single and half precision floating-point.
MTL_ENABLE_MODULES,Enable Modules (Metal),Enables the use of modules. System headers are imported as semantic modules instead of raw headers. This can result in faster builds and project indexing.
CLANG_DIAGNOSTICS_FILE,,
MTLCOMPILER_OUTPUT_FILE,,
MTLCOMPILER_DEPENDENCY_INFO_FILE,,
MTL_INDEX_STORE_PATH,,
MTL_ENABLE_INDEX_STORE,Enable Index-While-Building Functionality (Metal),Control whether the compiler should emit index data while building.
MTL_DEPLOYMENT_TARGET,,
MTL_LANGUAGE_REVISION,Metal Language Revision,Determine the language revision to use. A value for this option must be provided.
MTL_COMPILER_FLAGS,Other Metal Compiler Flags,Space-separated list of compiler flags
MTLLINKER_FLAGS,Other Metal Linker Flags,Space-separated list of metal linker flags
MTLLINKER_OUTPUT_FILE,,
INTENTS_CODEGEN_LANGUAGE,Intent Class Generation Language,"The Source-code language to use for generated Intent class. By default ""Automatic"" will analyze your project to determine the correct language. Adjust this setting to explicitly select ""Swift"" or ""Objective-C""."
COREML_CODEGEN_SWIFT_GLOBAL_MODULE,CoreML Generated Model Inherits NSObject,"Generate Swift model classes that are marked with @objc and are descendants of NSObject, in order to be accessible and usable in Objective-C. This setting has no effect if ""CoreML Model Class Generation Language"" is set to ""Objective-C""."
COREML_CODEGEN_LANGUAGE,CoreML Model Class Generation Language,"The Source-code language to use for generated CoreML model class. By default ""Automatic"" will analyze your project to determine the correct language. Adjust this setting to explicitly select ""Swift"" or ""Objective-C"", or select ""None"" to disable model class generation."
COREML_CODEGEN_SWIFT_VERSION,,
COREML_COMPILER_INFOPLIST_CONTENT_FILE,,
MOMC_OUTPUT_SUFFIX,,
MOMC_OUTPUT_SUFFIX_.xcdatamodeld,,
MOMC_OUTPUT_SUFFIX_.xcdatamodel,,
DEPLOYMENT_TARGET,,
MOMC_NO_WARNINGS,Suppress all momc warnings,Suppress managed object model compiler (`momc`) warnings from output during the compilation of `.xcdatamodel(d)` files
MOMC_NO_INVERSE_RELATIONSHIP_WARNINGS,Suppress momc warnings on missing inverse relationships,Suppress managed object model compiler (`momc`) warnings from output on missing inverse relationships during the compilation of `.xcdatamodel(d)` files
MOMC_NO_MAX_PROPERTY_COUNT_WARNINGS,Suppress momc warnings for entities with more than 100 properties,Suppress managed object model compiler (`momc`) warnings from output on entities with more than 100 properties during the compilation of `.xcdatamodel(d)` files.
MOMC_NO_DELETE_RULE_WARNINGS,Suppress momc warnings for delete rules,Suppress managed object model compiler (`momc`) warnings for delete rules during the compilation of `.xcdatamodel(d)` files.
MOMC_SUPPRESS_INVERSE_TRANSIENT_ERROR,Suppress momc error on transient inverse relationships,Suppress managed object model compiler (`momc`) warnings from output on transient inverse relationships during the compilation of `.xcdatamodel(d)` files. This is only intended to be used on 10.4.x created models that compiled properly in 10.4.x before the error was introduced in 10.5
MOMC_MODULE,,
MAPC_NO_WARNINGS,Suppress all mapc warnings,Compile `.xcmappingmodel` files into `.cdm` without reporting warnings.
MAPC_MODULE,,
PER_STYLE_BUILD_DIRECTORIES,,
FILE_LIST,,
DO_HEADER_SCANNING_IN_JAM,,
PRECOMP_DESTINATION_DIR,,
PREFIX_CFLAG_BASE,,
PREFIX_REFERENCE,,
SigningCert,,
InfoPlistPath,,
COMPRESS_PNG_FILES,Compress PNG Files,"If enabled, PNG resource files are compressed as they are copied."
STRIP_PNG_TEXT,Remove Text Metadata From PNG Files,Metadata in the form of text chunks in PNG files will be removed to reduce their footprint on disk.
DSYMUTIL_VERBOSE,,
ACTION,Active Build Action,A string identifying the build system action being performed.
BUILD_COMPONENTS,Active Build Components,A list of components being built during this action.
PROJECT_NAME,Project Name,The name of the current project.
TARGET_NAME,Target Name,The name of the current target.
ADDITIONAL_SDKS,Additional SDKs,"The locations of any sparse SDKs that should be layered on top of the one specified by [Base SDK (SDKROOT)](itcaec37c2a6.html#devabcaadbaf). If more than one SDK is listed, the first one has highest precedence. Every SDK specified in this setting should be a ""sparse"" SDK, for example, not an SDK for an entire macOS release."
SUPPORTED_PLATFORMS,Supported Platforms,The list of supported platforms from which a base SDK can be used. This setting is used if the product can be built for multiple platforms using different SDKs.
SHARED_PRECOMPS_DIR,Precompiled Headers Cache Path,The path where precompiled prefix header files are placed during a build. Defaults to `$(OBJROOT)/SharedPrecompiledHeaders`. Using a common location allows precompiled headers to be shared between multiple projects.
